date,region,commodity,price,exchange_rate,rainfall_proxy,holiday_flag,shock_flag
2020-01-05,Adama,Teff,2685.0688261442538,50.03501220332375,46.28559134004209,0,0
2020-01-05,Addis Ababa,Teff,2944.405994097654,50.036173569882884,54.96714153011233,0,0
2020-01-12,Adama,Teff,2704.4447236745045,49.95235830171278,68.26570531596047,0,0
2020-01-12,Addis Ababa,Teff,3038.3717364576455,50.24409485143362,63.12248838664689,0,0
2020-01-19,Adama,Teff,2882.765764609118,49.929526786717986,82.18646806537411,1,0
2020-01-19,Addis Ababa,Teff,2971.430991712293,50.34835085579222,64.77617325608301,0,0
2020-01-26,Adama,Teff,2693.8674254331886,49.85731400582879,76.9286722098797,0,0
2020-01-26,Addis Ababa,Teff,2971.8856235379512,50.22585907254091,68.99129529228072,0,0
2020-02-02,Adama,Teff,2671.1459702448665,49.86983192507383,83.4645505633948,0,0
2020-02-02,Addis Ababa,Teff,2964.8328099146297,50.30728380580044,75.7394933416319,0,0
2020-02-09,Adama,Teff,2689.2569413298525,49.81172559231384,94.6011043157737,0,0
2020-02-09,Addis Ababa,Teff,2928.762590689327,50.36403662626923,70.67734267963243,0,0
2020-02-16,Adama,Teff,2999.4157176426497,49.694747675107,102.53296687804514,1,0
2020-02-16,Addis Ababa,Teff,2969.9873074947045,50.42512888524022,91.15812705310948,0,0
2020-02-23,Adama,Teff,2586.0601142576143,49.66311713420152,86.85747418993179,0,0
2020-02-23,Addis Ababa,Teff,3092.613909225447,50.41495822401728,108.7468847098894,0,0
2020-03-01,Adama,Teff,2556.930809865559,49.83778660785448,106.03877966553165,0,0
2020-03-01,Addis Ababa,Teff,3213.6963527672165,50.442013178634085,99.84370790469592,1,0
2020-03-08,Adama,Teff,2634.1163433765746,49.833294384358595,81.15768738140314,0,0
2020-03-08,Addis Ababa,Teff,2933.5906975550783,50.60121240506985,86.04119040468333,0,0
2020-03-15,Adama,Teff,2658.5294830947623,49.98047665337587,99.4562324848048,0,0
2020-03-15,Addis Ababa,Teff,3044.0880519474304,50.673076236675236,97.43348369997533,0,0
2020-03-22,Adama,Teff,2991.6412010579584,50.06125683026507,87.0676694621138,1,0
2020-03-22,Addis Ababa,Teff,2976.9680614520107,50.56474681532155,80.33396676232843,0,0
2020-03-29,Adama,Teff,2598.7987494615268,50.185583239667345,70.2913048065004,0,0
2020-03-29,Addis Ababa,Teff,3006.7214441314013,50.50169158485339,94.34438128974669,0,0
2020-04-05,Adama,Teff,2613.527293063286,50.25516776517711,76.78324281361373,0,0
2020-04-05,Addis Ababa,Teff,2958.039123838868,50.64046643081272,81.5962965382036,0,0
2020-04-12,Adama,Teff,2637.7154832907404,50.13490940475333,70.83193506493997,0,0
2020-04-12,Addis Ababa,Teff,3054.982348789241,50.53965110185798,63.65728374928311,0,0
2020-04-19,Adama,Teff,3048.4328608717906,50.28317850314788,62.32537452931127,1,0
2020-04-19,Addis Ababa,Teff,3040.62629111971,50.548612770989344,55.27867919028681,0,0
2020-04-26,Adama,Teff,2698.3131792759,50.31736835414086,57.224993478802304,0,0
2020-04-26,Addis Ababa,Teff,2996.2098127485906,50.49482978333779,60.643693114329224,0,0
2020-05-03,Adama,Teff,2685.4036349741878,50.419134256187775,41.05908443682615,1,0
2020-05-03,Addis Ababa,Teff,2998.2086980445024,50.624389329727386,46.95258023621631,0,0
2020-05-10,Adama,Teff,2587.609276017966,50.39359596295244,29.74164548002816,0,0
2020-05-10,Addis Ababa,Teff,2996.9567956262626,50.63452549072586,43.52041439339744,0,0
2020-05-17,Adama,Teff,2710.047985338872,50.346008637654705,11.42271497869352,0,0
2020-05-17,Addis Ababa,Teff,2989.0164056081244,50.78877465245981,5.219600866950028,0,0
2020-05-24,Adama,Teff,2664.5277383300167,50.659246844138444,2.665886346284159,0,0
2020-05-24,Addis Ababa,Teff,3037.1855641885613,50.75984881959001,15.731000949721054,0,0
2020-05-31,Adama,Teff,2665.7954661956546,50.65168306151467,8.21157934481024,0,0
2020-05-31,Addis Ababa,Teff,3045.7701058851035,50.76716194018604,4.299597162204323,0,0
2020-06-07,Adama,Teff,2643.271783279019,50.6920770715422,28.020741688212144,0,0
2020-06-07,Addis Ababa,Teff,3008.777664697742,50.95434815354102,5.707407402121042,0,0
2020-06-14,Adama,Teff,2744.113030192687,50.73857822249251,2.7406540744519705,0,0
2020-06-14,Addis Ababa,Teff,2980.394592343392,51.07166070381842,0.0,0,0
2020-06-21,Adama,Teff,2683.737536955325,50.9698230782922,0.0,0,0
2020-06-21,Addis Ababa,Teff,3017.275897194438,50.856143099062066,0.0,0,0
2020-06-28,Adama,Teff,2585.414325805203,51.08200407451392,7.379737360548586,0,0
2020-06-28,Addis Ababa,Teff,2991.9357144166997,50.87722941341507,0.0,0,0
2020-07-05,Adama,Teff,2597.330975265973,51.10725221095877,0.0,0,0
2020-07-05,Addis Ababa,Teff,3070.1979369329647,50.83292373256835,9.867775782137727,0,0
2020-07-12,Adama,Teff,2689.0028229009818,51.19527199605937,9.099323432113877,0,0
2020-07-12,Addis Ababa,Teff,3003.0115104970514,50.715573270369326,11.176267577084237,0,0
2020-07-19,Adama,Teff,2638.447145344519,51.35335006861483,24.034572585694317,0,0
2020-07-19,Addis Ababa,Teff,2987.0485677630554,50.81334868031268,43.06908923123678,0,0
2020-07-26,Adama,Teff,2669.8651651402474,51.44631189052809,33.09930736724678,0,0
2020-07-26,Addis Ababa,Teff,3057.141140725751,50.82119885827869,21.022798953178135,0,0
2020-08-02,Adama,Teff,2681.2153872470617,51.368637032946054,38.74501346200744,0,0
2020-08-02,Addis Ababa,Teff,3069.200785946634,50.79101607394372,43.548555416921445,0,0
2020-08-09,Adama,Teff,2692.371283125199,51.41468151756039,43.712806099467265,0,0
2020-08-09,Addis Ababa,Teff,2950.4731837434656,50.98024864929291,59.89758291790706,0,0
2020-08-16,Adama,Teff,2593.2549036876876,51.46765713150997,56.11064400382929,0,0
2020-08-16,Addis Ababa,Teff,3471.1177126548528,51.11760759085645,50.16448294649696,1,0
2020-08-23,Adama,Teff,2637.2594404709844,51.53987050867334,70.58740161084235,0,0
2020-08-23,Addis Ababa,Teff,3023.679621531759,51.06137721948384,61.92167520734347,0,0
2020-08-30,Adama,Teff,2679.597093840596,51.50040977845139,87.26322881266562,0,0
2020-08-30,Addis Ababa,Teff,2980.586780051169,51.26637065998559,65.51142521459238,0,0
2020-09-06,Adama,Teff,2589.435882280744,51.653594232398255,63.55248397279787,0,0
2020-09-06,Addis Ababa,Teff,2938.4567841783023,51.39772238172256,73.99420619765097,0,0
2020-09-13,Adama,Teff,2693.8864805347584,51.7925573119606,92.35389585115024,0,0
2020-09-13,Addis Ababa,Teff,2983.7754521085553,51.5784366571508,91.95799253849896,0,0
2020-09-20,Adama,Teff,2726.944003408815,51.790828466950565,95.40557692181879,0,0
2020-09-20,Addis Ababa,Teff,3039.0911435888656,51.654424936575644,92.8767376196263,0,0
2020-09-27,Adama,Teff,2580.1135345561715,51.804544610906596,121.38496483776682,0,0
2020-09-27,Addis Ababa,Teff,3030.882042275557,51.57237927526722,86.02647649279349,0,0
2020-10-04,Adama,Teff,2646.615231079126,51.81252592919701,82.34117726878877,0,0
2020-10-04,Addis Ababa,Teff,2964.2824290986814,51.65168652259708,112.09787523853134,0,0
2020-10-11,Adama,Teff,2568.150280697391,51.770660734548585,86.02340722082631,0,0
2020-10-11,Addis Ababa,Teff,3036.725053244002,51.74906981468826,118.12565744261666,0,0
2020-10-18,Adama,Teff,2649.8355298992883,51.91909297439624,84.96256951752491,0,0
2020-10-18,Addis Ababa,Teff,2958.9658840824145,51.914929372589,87.49155521437446,0,0
2020-10-25,Adama,Teff,2715.4373884332226,52.0365749236129,92.2353083078897,0,0
2020-10-25,Addis Ababa,Teff,2956.6179455010315,52.00620746528265,102.36370669685724,0,0
2020-11-01,Adama,Teff,2634.7776446374132,52.022800925187774,102.93094047158283,0,0
2020-11-01,Addis Ababa,Teff,2959.209485751728,51.9672560223201,88.17847341798877,0,0
